restaurant,content,name,stats,time,rating
Wendys,Very slow drive thru experience the last 2 times,Jaelyn,Local Guide · 46 reviews,2 years ago,2
Wendys,The best fast food. Just don't go here at 1800 during the week,Brian C,Local Guide · 24 reviews · 1 photo,6 years ago,5
Wendys,They don't know how to treat people food everytime I order from here my food either missed up or it's cold I think this place should be closed it's nasty,Bryan Yen,2 reviews,5 years ago,1
Wendys,It's a clean place love to eat in there chilly is the best mmmm,Marisol Alvarado,93 reviews · 5 photos,4 years ago,5
Wendys,Fast hot and good.. I ordered the 5 $ bag and it was worth it..,Ken Mansfield,Local Guide · 105 reviews · 27 photos,2 years ago,4
Wendys,"Went around noon got two baconater combos medium size, fries not fresh, bacon not crispy, for almost 22 dollars",henry musser,Local Guide · 25 reviews · 2 photos,5 years ago,2
Wendys,Took way too long for all 3 people there getting food. Are they all new or what??,Lori Weary,6 reviews,3 years ago,2
Wendys,Missed one of my fish sandwiches and had to go back for it. When I went back they gave me the wrong order.,Regina,16 reviews · 17 photos,3 years ago,2
Wendys,Very slow service took almost 30 minutes to get my food in the drive thru,Philip Tanger,2 reviews,5 years ago,1
Wendys,I love Wendy's their chicken nuggets are amazing and they won't break the bank,Christine Christ,Local Guide · 32 reviews · 5 photos,5 years ago,4
Wendys,"Food is good.  Service is always slow, worse than normal today.",Alan Hass,3 reviews,6 years ago,2
Wendys,"Good food, friendly staff,dining room clean thanks ms. Ruth",Leah Antonides,Local Guide · 33 reviews · 11 photos,7 years ago,5
Wendys,"Served raw food.  ""Let us make it right.  Here is $4"".",Erin Purvis,Local Guide · 63 reviews · 15 photos,5 years ago,1
Wendys,"Pretty well maintained Wendy's
Good food/service.",Batman,Local Guide · 77 reviews · 28 photos,3 years ago,4
Wendys,Takes longer than a sit-down restaurant EVERY TIME I go here. 🙄😡,IceBear hikes,Local Guide · 209 reviews · 32 photos,2 years ago,2
Wendys,"Great food, but they'll mess up your order sometimes.",Harry Scudder,13 reviews · 3 photos,6 years ago,3
Wendys,Good burger buns...not much taste in my burger this trip,Missy Sprenkle,23 reviews · 16 photos,2 years ago,4
Wendys,I honestly want to know how you forget sour cream on a “sour cream and chive potato” but thank you for my dry potato with chives only it sure was unappetizing.,Chelsea Jones,3 reviews,3 years ago,1
Wendys,Very good frosties I like the chocolate the best!,Dan Alex,Local Guide · 206 reviews · 295 photos,2 years ago,5
Wendys,Forgot my bacon on the burger and order a double peppercorn mushroom burger and didn't get a double got a single and paid for a double there service sucked,thomas french,2 reviews,4 years ago,1
Wendys,I love there food and it's my parents favorite restaurant,Dennis robinson,3 reviews,5 years ago,5
Wendys,"Won't be going back that's SUPPOSED to be a double, more like a kids meal.",Billy Russell,154 reviews · 31 photos,a year ago,3
Wendys,Why the heck would you get rid of a healthy alternative to french fries?!?!,barrett blank,Local Guide · 18 reviews,3 years ago,1
Wendys,Terrible management how can you tell your customers that they can’t place order inside,Alaina Hill,13 reviews · 1 photo,4 years ago,1
Wendys,Always great service and good food. Very clean.,Andrew Dapkins,Local Guide · 146 reviews · 63 photos,5 years ago,4
Wendys,"Neat, clean, friendly, quick service.  Good food.",Paul Reed,Local Guide · 98 reviews · 67 photos,4 years ago,5
Wendys,I use the drive thru. The ladies at the windows are so sweet.,Cheryl Wiles,Local Guide · 205 reviews · 59 photos,4 years ago,5
Wendys,Rude worker(Richard) got irritated because a elderly lady was being to slow for him.people should really be nicer to the elderly.,Rhonda Sellers,Local Guide · 105 reviews · 409 photos,6 years ago,2
Wendys,It was the best honey chicken I have tried in my entire life,Jim Myers,Local Guide · 87 reviews · 11 photos,3 years ago,5
Wendys,"I looooove wendys don't get me wrong,but they never put enough salt on your fries",Loreal Paris,6 reviews,3 years ago,4
Wendys,Good fast food. Very nice looking decor.,Matthew Bauer,Local Guide · 202 reviews · 338 photos,5 years ago,4
Wendys,Fast friendly service. Good quality food.,isaiah washington,Local Guide · 117 reviews · 57 photos,4 years ago,5
Wendys,How could you ever complain about four for $4.24©. Great service here in Carlisle.,Tim Atteberry,Local Guide · 128 reviews · 197 photos,3 years ago,5
Wendys,Great fast food.. but it is still fast food.,Michael Fitzpatrick,14 reviews,2 years ago,4
Wendys,Long line but nice hot food.,Nancy Hahn,32 reviews · 2 photos,2 years ago,5
Wendys,My fries were never hot,David Chohany,62 reviews · 22 photos,a year ago,3
Wendys,Idk this Wendy's and the Burger King by lowes are both hit or miss. Ill still take Wendy's over bk tho,ApThreshOnly,8 reviews,4 years ago,2
Wendys,Very good service. Order was right. Nothing wrong.,Cameron Caudill,Local Guide · 21 reviews · 1 photo,4 years ago,5
Wendys,"Food is always great,  friendly staff as well!",Amanda Castner,Local Guide · 20 reviews · 25 photos,4 years ago,4
Wendys,Order is always done correctly and promptly. Staff is very friendly!,laney k,Local Guide · 19 reviews · 12 photos,4 years ago,5
Wendys,It's good for fast food. Although burgers are a little smashed.,Daniel Hanson,Local Guide · 80 reviews · 256 photos,6 years ago,3
Wendys,"Love wendys food, this one has a small parking lot and is usally busy.",Daniel Sheaffer,Local Guide · 73 reviews · 19 photos,6 years ago,4
Wendys,Very nice and clean restaurant with helpful and friendly staff.,V. Antoinette Cunningham,Local Guide · 126 reviews · 182 photos,7 years ago,4
Wendys,Staff was friendly and quick,Nicole Alvesteffer,Local Guide · 67 reviews,8 months ago,5
Wendys,Depends on the time you go. Nuggets to me are never worth it but the burgers are better I supposed.,Courtney Volpe,Local Guide · 7 reviews,6 years ago,3
Wendys,A family dining area also a friendly Lounge and a mini Wi-Fi area,Charles Mcclellan,Local Guide · 28 reviews,4 years ago,5
Wendys,It was very clean. The food was ready fast.,Chalan Lee,4 reviews · 1 photo,5 years ago,5
Wendys,Drive up window for frosty. Good,Ron Seese,187 reviews,a year ago,5
Wendys,It's fast food bit better than McDonald's,gordan wade,Local Guide · 44 reviews,6 years ago,3
Wendys,"Its Wendy's, good food , fast service , and very clean",Eric Harker,Local Guide · 352 reviews · 415 photos,5 years ago,5
Wendys,I love love the little old lady at the drive through. She makes my day.,Patricia Brobst,Local Guide · 58 reviews · 1 photo,4 years ago,5
Wendys,"Usually very good, late night can be a wait.",Your Guide,Local Guide · 157 reviews · 17 photos,6 years ago,4
Wendys,"just got 2 frosty's, both were like soup! very disappointing",Nate Ash,7 reviews · 1 photo,3 years ago,1
Wendys,Yummy great service but a little slow,Kat Durham,17 reviews,5 years ago,5
Wendys,Food was delicious and staff very friendly,James Ferguson,42 reviews · 7 photos,2 years ago,5
Wendys,Much cheaper frosties than the Pa Farm Show milkshakes.,Emily Dundas,Local Guide · 65 reviews,5 years ago,5
Wendys,Since they have redone the Wendys it has been great.,Loring Redding,Local Guide · 547 reviews · 307 photos,6 years ago,5
Wendys,Order was accurate and good.  Service was friendly,edward lamoureaux,Local Guide · 46 reviews · 19 photos,3 years ago,5
Wendys,The strawberry lemonade is where it's at on a hot day!,shayla zalewski,Local Guide · 26 reviews · 10 photos,a year ago,5
Wendys,"Great tasting food, served quickly!",Edna Rupp,5 reviews · 1 photo,3 years ago,5
Wendys,Good fresh food long drive line though,Sam Murry,Local Guide · 64 reviews · 11 photos,4 years ago,3
Wendys,Special ordered burgers and everything we didn't want they doubled,Gary Bupp,28 reviews,3 years ago,3
Wendys,Clean! Great service ! What more could I ask for ?,Nikisha Martin,Local Guide · 32 reviews · 2 photos,4 years ago,5
Wendys,Never get requested condiments. Have gotten food poisoning.,Lisa Balog,Local Guide · 13 reviews · 6 photos,6 years ago,2
Wendys,Was clean. Staff was friendly.  2 meals for less than $10.00,Janet Thomas,"Local Guide · 260 reviews · 1,443 photos",5 years ago,4
Wendys,Good food,Mary Burkepile,Local Guide · 280 reviews · 245 photos,a week ago,5
Wendys,Drive in only from now on,charles moore,24 reviews · 1 photo,6 months ago,2
Wendys,"Good food, friendly service and nicely decorated",Precious Perry,1 review,5 years ago,4
Wendys,So much history!  Great view for pictures,Diana Nazario,Local Guide · 81 reviews · 159 photos,2 years ago,5
Wendys,"A nice fast food restaurant, the food is always good and tasty.",Don Bankert,Local Guide · 195 reviews · 5 photos,5 years ago,4
Wendys,"Good food, friendly employees.",Steve Flickinger,402 reviews,2 years ago,4
Wendys,Nice decor.  Very fast and friendly service,Colin Edwards,Local Guide · 118 reviews · 305 photos,4 years ago,5
Wendys,Asked for no salt on 🍟 got salt on them waste of money,Rose Ridley,Local Guide · 31 reviews · 33 photos,2 years ago,2
Wendys,It was full house and the service was fast! Great job!,David DiEugenio,Local Guide · 17 reviews,8 years ago,5
Wendys,"Good food, slow service",Nanny,Local Guide · 109 reviews · 1 photo,2 years ago,4
Wendys,Highest quality fast food in the area!,Alexander Weimer,Local Guide · 159 reviews · 32 photos,6 years ago,5
Wendys,Whooper are very good.  Not made sloppy.,T Bailey,Local Guide · 38 reviews · 1 photo,4 years ago,5
Wendys,Love the chocolate frosty over the vanilla.,Dan Alex,Local Guide · 218 reviews · 796 photos,2 years ago,5
Wendys,Good service but got our order wrong,Nevaeh Perry,10 reviews,4 years ago,4
Wendys,I sat in drive thru for 1/2 hour not doing that again.,Paul Haut,Local Guide · 218 reviews · 140 photos,4 years ago,2
Wendys,Food wasn't good. Potatoe looked like it wasn't fresh.,Annette Bupp,9 reviews,4 years ago,2
Wendys,"Great service , fast , and fresh food.",Lee Divelbiss,Local Guide · 86 reviews · 31 photos,6 years ago,5
Wendys,"Gross, burgers taste like ashtrays here..",Oh Charlie,16 reviews · 1 photo,2 years ago,1
Wendys,Good food friendly staff,Rose Treaster,51 reviews,a year ago,3
